ticker,etf_name,aum_krw_100m,index_name,asset_bucket,risk_label,competition_category,category_limit,cluster,same_exposure_group,selected,target_weight,selected_role,thesis,action_trigger
A458260,TIGER 미국투자등급회사채액티브(H),2883,iBoxx USD Liquid Investment Grade Index(Price Return),Safe,안전,해외채권_회사채,30,Global Bonds,Global Bonds: 미국투자등급회사채액티브(H) iBoxx USD Liquid Investment Grade Index(Price Return),N,0,,,
A468380,KODEX iShares미국하이일드액티브,1160,ICE BofAML US HY Constrained Index(Total Return),Safe,안전,해외채권_회사채,30,Global Bonds,Global Bonds: iShares미국하이일드액티브 ICE BofAML US HY Constrained Index(Total Return),N,0,,,
A455660,ACE 미국하이일드액티브(H),528,Markit iBoxx USD Liquid High Yield Total Return Index,Safe,안전,해외채권_회사채,30,Global Bonds,Global Bonds: 미국하이일드액티브(H) Markit iBoxx USD Liquid High Yield Total Return Index,N,0,,,
A468630,KODEX iShares미국투자등급회사채액티브,367,Markit iBoxx USD Liquid Investment Grade Index(Total Return),Safe,안전,해외채권_회사채,30,Global Bonds,Global Bonds: iShares미국투자등급회사채액티브 Markit iBoxx USD Liquid Investment Grade Index(Total Return),N,0,,,
A332620,PLUS 미국장기우량회사채,208,ICE BofaAML 15+ Year AAA-A US Corporate Index(총수익지수),Safe,안전,해외채권_회사채,30,Global Bonds,Global Bonds: 미국장기우량회사채 ICE BofaAML 15+ Year AAA-A US Corporate Index(총수익지수),N,0,,,
A332610,PLUS 미국단기회사채(AAA~A),131,ICE BofaAML 1-3 Year AAA-A US Corporate Index(총수익지수),Safe,안전,해외채권_회사채,30,USD Safety,USD Safety: 미국단기회사채(AAA~A) ICE BofaAML 1-3 Year AAA-A US Corporate Index(총수익지수),N,0,,,
A182490,TIGER 단기선진하이일드(합성 H),82,Markit iBoxx USD Liquid High Yield 0-5 year Index,Safe,안전,해외채권_회사채,30,Global Bonds,Global Bonds: 단기선진하이일드(합성 H) Markit iBoxx USD Liquid High Yield 0-5 year Index,N,0,,,
A453850,ACE 미국30년국채액티브(H),18200,Bloomberg U.S Treasury 20+ Year Total Return Index,Safe,안전,해외채권_종합,50,Global Bonds,Global Bonds: 미국30년국채액티브(H) Bloomberg U.S Treasury 20+ Year Total Return Index,N,0,,,
A458250,TIGER 미국30년국채스트립액티브(합성 H),6231,ICE BofA Long US Treasury Principal STRIPS Index,Safe,안전,해외채권_종합,50,Global Bonds,Global Bonds: 미국30년국채스트립액티브(합성 H) ICE BofA Long US Treasury Principal STRIPS Index,N,0,,,
A484790,KODEX 미국30년국채액티브(H),5934,KEDI-KAP 미국 국채 20+ 지수(TR),Safe,안전,해외채권_종합,50,Global Bonds,Global Bonds: 미국30년국채액티브(H) KEDI-KAP 미국 국채 20+ 지수(TR),N,0,,,
A329750,TIGER 미국달러단기채권액티브,4708,KIS U.S. TREASURY BOND 0-1Y 지수,Safe,안전,해외채권_종합,50,USD Safety,Short-Duration Safety: 미국달러단기채권액티브 KIS U.S. TREASURY BOND 0-1Y 지수,Y,4,USD safety,USD short-bond liquidity and currency buffer,Hold while USD risk hedge is useful
A472870,RISE 미국30년국채엔화노출(합성 H),3570,KIS 미국채30년 엔화노출 지수(USD/JPY 헤지)(총수익지수),Safe,안전,해외채권_종합,50,Global Bonds,Global Bonds: 미국30년국채엔화노출(합성 H) KIS 미국채30년 엔화노출 지수(USD/JPY 헤지)(총수익지수),N,0,,,
A476760,ACE 미국30년국채액티브,3171,Bloomberg U.S Treasury 20+ Year Total Return Index,Safe,안전,해외채권_종합,50,Global Bonds,Global Bonds: 미국30년국채액티브 Bloomberg U.S Treasury 20+ Year Total Return Index,N,0,,,
A305080,TIGER 미국채10년선물,2446,S&P 10-Year U.S. Treasury Note Futures(ER),Safe,안전,해외채권_종합,50,Global Bonds,Global Bonds: 미국채10년선물 S&P 10-Year U.S. Treasury Note Futures(ER),N,0,,,
A308620,KODEX 미국10년국채선물,1138,S&P 10-Year U.S. Treasury Note Futures KRW(ER),Safe,안전,해외채권_종합,50,Global Bonds,Global Bonds: 미국10년국채선물 S&P 10-Year U.S. Treasury Note Futures KRW(ER),N,0,,,
A476750,ACE 미국30년국채엔화노출액티브(H),860,Bloomberg U.S. Treasury 20+ Year Total Return Index T1530 JPY Currency Hedged,Safe,안전,해외채권_종합,50,Global Bonds,Global Bonds: 미국30년국채엔화노출액티브(H) Bloomberg U.S. Treasury 20+ Year Total Return Index T1530 JPY Currency Hedged,N,0,,,
A489000,PLUS 일본엔화초단기국채(합성),219,KAP 일본 단기 국채 지수(총수익),Safe,안전,해외채권_종합,50,Short-Duration Safety,Short-Duration Safety: 일본엔화초단기국채(합성) KAP 일본 단기 국채 지수(총수익),N,0,,,
A267440,RISE 미국장기국채선물(H),51,S&P U.S. Treasury Bond Futures Excess Return Index,Safe,안전,해외채권_종합,50,Global Bonds,Global Bonds: 미국장기국채선물(H) S&P U.S. Treasury Bond Futures Excess Return Index,N,0,,,
A273130,KODEX 종합채권(AA-이상)액티브,38484,KAP 한국종합채권지수,Safe,안전,국내채권_회사채,30,Domestic Carry,Domestic Carry: 종합채권(AA-이상)액티브 KAP 한국종합채권지수,Y,6,High-grade carry,AA- or higher carry exposure,Trim if credit spread widens materially
A385540,RISE 종합채권(A-이상)액티브,17737,KIS 종합채권 지수(A-이상)(총수익지수),Safe,안전,국내채권_회사채,30,Domestic Carry,Domestic Carry: 종합채권(A-이상)액티브 KIS 종합채권 지수(A-이상)(총수익지수),N,0,,,
A0061Z0,RISE 단기특수은행채액티브,12843,KAP 단기 특수은행채 지수(시장가격),Safe,안전,국내채권_회사채,30,Domestic Carry,Domestic Carry: 단기특수은행채액티브 KAP 단기 특수은행채 지수(시장가격),N,0,,,
A451540,TIGER 종합채권(AA-이상)액티브,10134,KIS 종합채권 AA-이상 총수익 지수(Total return Index),Safe,안전,국내채권_회사채,30,Domestic Carry,Domestic Carry: 종합채권(AA-이상)액티브 KIS 종합채권 AA-이상 총수익 지수(Total return Index),N,0,,,
A438330,TIGER 투자등급회사채액티브,6984,KIS 투자등급회사채 지수(총수익),Safe,안전,국내채권_회사채,30,Domestic Carry,Domestic Carry: 투자등급회사채액티브 KIS 투자등급회사채 지수(총수익),N,0,,,
A0016X0,SOL 중단기회사채(A-이상)액티브,3669,KIS 중단기크레딧플러스채권(AA+~A-)지수(총수익),Safe,안전,국내채권_회사채,30,Domestic Carry,Domestic Carry: 중단기회사채(A-이상)액티브 KIS 중단기크레딧플러스채권(AA+~A-)지수(총수익),N,0,,,
A363570,KODEX 장기종합채권(AA-이상)액티브,3200,"KAP 한국장기종합채권지수(AA-이상, 총수익)",Safe,안전,국내채권_회사채,30,Domestic Carry,"Domestic Carry: 장기종합채권(AA-이상)액티브 KAP 한국장기종합채권지수(AA-이상, 총수익)",N,0,,,
A278620,PLUS 단기채권액티브,532,"KAP 투자적격 크레딧 채권 1년지수(A-이상,총수익)",Safe,안전,국내채권_회사채,30,Short-Duration Safety,"Short-Duration Safety: 단기채권액티브 KAP 투자적격 크레딧 채권 1년지수(A-이상,총수익)",N,0,,,
A336160,RISE 금융채액티브,417,KIS 종합채권금융채 2.5-3Y 지수(총수익),Safe,안전,국내채권_회사채,30,Commodity Hedge,Gold,N,0,,,
A157450,TIGER 단기통안채,9750,KIS MSB 6M(총수익),Safe,안전,국내채권_종합,50,Domestic Carry,Short-Duration Safety: 단기통안채 KIS MSB 6M(총수익),Y,4,Short-duration bond,Short-duration domestic safety,Hold unless short-rate alternative improves
A114260,KODEX 국고채3년,5353,MKF 국고채지수(총수익),Safe,안전,국내채권_종합,50,Domestic Carry,Domestic Carry: 국고채3년 MKF 국고채지수(총수익),Y,3,Limited duration,KTB exposure with controlled duration,Cut on BOK hike signal
A148070,KIWOOM 국고채10년,4925,KIS 국고채 10년(총수익),Safe,안전,국내채권_종합,50,Domestic Carry,Domestic Carry: 국고채10년 KIS 국고채 10년(총수익),N,0,,,
A439870,KODEX 국고채30년액티브,3549,KAP 국고채 30년 총수익 지수,Safe,안전,국내채권_종합,50,Domestic Carry,Domestic Carry: 국고채30년액티브 KAP 국고채 30년 총수익 지수,N,0,,,
A302190,TIGER 중장기국채,2950,KIS 국채 3-10년 지수(시장가격지수),Safe,안전,국내채권_종합,50,Domestic Carry,Domestic Carry: 중장기국채 KIS 국채 3-10년 지수(시장가격지수),N,0,,,
A272560,RISE 단기국공채액티브,1915,KIS 종합채권국공채3M~1.5Y지수,Safe,안전,국내채권_종합,50,Domestic Carry,Domestic Carry: 단기국공채액티브 KIS 종합채권국공채3M~1.5Y지수,N,0,,,
A114100,RISE 국고채3년,1798,KTB index(시장가격),Safe,안전,국내채권_종합,50,Domestic Carry,Domestic Carry: 국고채3년 KTB index(시장가격),N,0,,,
A451530,TIGER 국고채30년스트립액티브,1444,KIS STRIP 30Y Index(총수익지수),Safe,안전,국내채권_종합,50,Domestic Carry,Domestic Carry: 국고채30년스트립액티브 KIS STRIP 30Y Index(총수익지수),N,0,,,
A298340,PLUS 국채선물3년,600,F-KTB 지수,Safe,안전,국내채권_종합,50,Domestic Carry,Domestic Carry: 국채선물3년 F-KTB 지수,N,0,,,
A426150,WON 대한민국국고채액티브,530,KAP 한국 국고채 총수익 지수,Safe,안전,국내채권_종합,50,Domestic Carry,Domestic Carry: 대한민국국고채액티브 KAP 한국 국고채 총수익 지수,N,0,,,
A152380,KODEX 국채선물10년,402,10년국채선물지수,Safe,안전,국내채권_종합,50,Domestic Carry,Domestic Carry: 국채선물10년 10년국채선물지수,N,0,,,
A397420,RISE 국채선물5년추종,52,5년 국채선물 추종 지수,Safe,안전,국내채권_종합,50,Domestic Carry,Domestic Carry: 국채선물5년추종 5년 국채선물 추종 지수,N,0,,,
